"","FIPS","Employee_Capacity","Total_Employees_March_Snapshot","Total_Annual_Payroll","Year","Employee_Capacity_Change","Total_Employees_March_Snapshot_Change","Total_Annual_Payroll_Change"
"10562","22067",37023,22079,577509,2012,1454,-329,26287
"10563","22069",72431,38573,1066578,2012,-533,-406,28755
"10564","22071",1068168,846795,39332708,2012,32825,33772,1215131
"10565","22073",407110,310551,10061824,2012,-11908,-9574,426383
"10566","22075",75843,46090,2763548,2012,-1620,-1923,-154991
"10567","22077",29637,12128,409332,2012,1891,-417,24984
"10568","22079",314061,211839,7012722,2012,-5770,-2299,200513
"10569","22081",16197,4574,145335,2012,1878,-344,-55635
"10570","22083",38283,19355,569126,2012,4383,916,79400
"10571","22085",30101,15168,458751,2012,440,-280,-14641
"10572","22087",51143,29184,1001613,2012,900,179,42385
"10573","22089",131991,80102,4754072,2012,-4521,4493,630862
"10574","22091",8525,3152,81624,2012,1344,999,15467
"10575","22093",37938,18405,1050362,2012,-10224,-2759,-180212
"10576","22095",94253,50202,2118984,2012,3941,-2937,-65251
"10577","22097",150961,92975,3109656,2012,3101,-888,186699
"10578","22099",84438,57413,2365874,2012,7348,4334,346670
"10579","22101",152432,108689,5516047,2012,-5059,1819,177309
"10580","22103",500216,384453,14784734,2012,24989,23426,878141
"10581","22105",233280,163347,5082021,2012,7957,12613,719960
"10582","22107",3387,847,41449,2012,-39,-264,1572
"10583","22109",325085,255142,11947000,2012,5332,17877,1243337
"10584","22111",26251,11956,346217,2012,853,-329,28653
"10585","22113",71195,45698,1761876,2012,789,1268,81934
"10586","22115",58703,34750,1105141,2012,260,1546,125441
"10587","22117",51074,29810,795203,2012,675,503,21124
"10588","22119",72749,47141,1672144,2012,2252,988,49440
"10589","22121",69540,41834,1836339,2012,492,3262,162172
"10590","22123",11835,5060,124575,2012,1008,217,13469
"10591","22125",19689,6913,259440,2012,2589,449,25370
"10592","22127",26331,12323,457007,2012,-3155,-3354,-29039
"10593","23001",303349,193057,7181366,2012,7979,4333,649580
"10594","23003",141701,100767,3161486,2012,-8756,-2015,33611
"10595","23005",1074479,862954,37977275,2012,14794,17601,2040452
"10596","23007",59456,32208,844229,2012,-3929,-1171,24607
"10597","23009",121370,79389,3097216,2012,4263,858,71719
"10598","23011",300493,214242,7953032,2012,6343,-1085,238863
"10599","23013",95603,56229,1934018,2012,3038,-174,50721
"10600","23015",61449,35014,1201016,2012,157,-42,-38874
"10601","23017",92660,55250,1925284,2012,628,-2680,89799
"10602","23019",395268,299402,10578325,2012,53,19328,900476
"10603","23021",29988,12696,400265,2012,-15,-193,12931
"10604","23023",102171,39273,1514336,2012,1261,-941,56552
"10605","23025",94161,49073,1638834,2012,-1218,-596,-36878
"10606","23027",61998,28601,922355,2012,-887,2357,32625
"10607","23029",52572,32029,919415,2012,2180,771,3614
"10608","23031",361816,247969,8489698,2012,10360,5153,163043
"10609","24001",159910,103225,3013412,2012,-1459,-3307,-9037
"10610","24003",1462857,1126964,53687741,2012,71775,52880,5581819
"10611","24005",2129630,1738942,77146370,2012,8575,19231,1111497
"10612","24009",125008,80170,3034331,2012,6978,2260,213289
"10613","24011",44103,20278,652543,2012,-2387,-634,14303
"10614","24013",334222,238404,8095584,2012,13017,6368,-29458
"10615","24015",171496,96703,3309331,2012,7772,3712,228382
"10616","24017",220776,164906,5574947,2012,5170,4552,289500
"10617","24019",64895,36228,1091714,2012,3786,2728,38747
"10618","24021",568039,438098,18894162,2012,15809,21985,1962278
"10619","24023",73857,39615,1202170,2012,-2671,-3031,-85737
"10620","24025",461756,354221,13631928,2012,7697,11014,582866
"10621","24027",1074285,832727,49362523,2012,32687,17005,2448625
"10622","24029",47298,24330,775153,2012,1580,636,-8936
"10623","24031",2804394,2383084,146764747,2012,24043,56790,5279013
"10624","24033",1629744,1314829,57836730,2012,-19729,-42307,-1165717
"10625","24035",77963,50820,1614832,2012,1568,-2384,-192389
"10626","24037",197680,144552,6813634,2012,3660,8130,75598
"10627","24039",23346,9503,302234,2012,-1899,-2090,-70068
"10628","24041",120314,78516,2912011,2012,3184,4820,290044
"10629","24043",385103,264922,9463056,2012,11745,8145,703841
"10630","24045",254223,164720,5502093,2012,-1080,-51,22676
"10631","24047",120156,82204,2764939,2012,1293,-1747,64415
"10632","24510",1769771,1556754,82341708,2012,57195,47154,3925400
"10633","25001",491918,375561,15514823,2012,9256,5256,745189
"10634","25003",360502,250465,9274096,2012,1363,3457,245307
"10635","25005",1329443,1035247,42702847,2012,30762,11521,2399389
"10636","25007",38964,21486,1204625,2012,1855,136,33682
"10637","25009",1854301,1519173,72449091,2012,57189,31989,1277038
"10638","25011",134112,88682,3195373,2012,-5277,-4310,-86461
"10639","25013",1103891,881253,36083646,2012,9,4516,1849914
"10640","25015",369406,259952,8729444,2012,6189,5519,404851
"10641","25017",5295444,4733220,329123726,2012,101149,61643,14022793
"10642","25019",30051,16320,1137852,2012,2063,2384,106060
"10643","25021",2117185,1692495,90933151,2012,51562,28041,4426267
"10644","25023",1031539,853750,36959125,2012,8816,30791,1791193
"10645","25025",3606037,3382342,254579985,2012,180124,218317,18203365
"10646","25027",1851433,1477253,66196913,2012,64921,-9765,-837254
"10647","26001",8478,4017,134281,2012,735,167,12828
"10648","26003",11559,4809,156703,2012,-1751,-44,4405
"10649","26005",230502,137132,5562409,2012,5397,-4812,-98927
"10650","26007",61284,34596,1118191,2012,-651,-674,83
"10651","26009",27543,12314,374233,2012,2808,-41,1329
"10652","26011",24245,9646,297796,2012,1650,-128,15795
"10653","26013",11934,5211,157761,2012,243,-65,7392
"10654","26015",62585,34542,1073130,2012,-1723,1009,64984
"10655","26017",216392,136484,4330884,2012,11723,-5725,-688525
"10656","26019",21984,11373,299444,2012,4704,3915,50133
"10657","26021",348796,229389,7645874,2012,3856,2509,191284
"10658","26023",72549,39890,1354441,2012,1694,255,121568
"10659","26025",312301,214006,9194545,2012,-270,2055,1118747
"10660","26027",50841,26802,829054,2012,164,939,6957
"10661","26029",53864,23737,939110,2012,2088,-1643,-32196
"10662","26031",33314,16709,615362,2012,1455,357,28268
"10663","26033",58359,30243,848630,2012,1413,1230,41117
"10664","26035",37881,19318,548628,2012,-631,1011,48550
"10665","26037",108701,62281,2104485,2012,7261,2597,175540
"10666","26039",22770,9041,328246,2012,42,-675,11090
"10667","26041",81681,41068,1243621,2012,1647,-1514,-33020
"10668","26043",85710,38643,1325785,2012,2988,-2382,-52433
"10669","26045",258412,169790,6072052,2012,-1781,801,-71593
"10670","26047",94635,61227,2351720,2012,130,8809,130944
"10671","26049",770488,610099,21996009,2012,20133,6918,27754
"10672","26051",24813,13482,419026,2012,1014,-1157,-20537
"10673","26053",30384,12828,371992,2012,2670,-1452,17536
"10674","26055",280236,192855,7582049,2012,2632,2135,283693
"10675","26057",74013,38389,1272680,2012,2432,-605,2385
"10676","26059",72287,40890,1325313,2012,-2428,201,-7464
"10677","26061",57991,34846,912081,2012,-1768,-475,6472
"10678","26063",71820,38747,1288096,2012,4391,1203,71683
"10679","26065",694064,506064,20317880,2012,10839,-546,573606
"10680","26067",72930,42262,1280119,2012,3287,655,168938
"10681","26069",40362,19607,601997,2012,-399,-163,37345
"10682","26071",17955,7533,241782,2012,-1137,3,-4835
"10683","26073",150061,92050,2692690,2012,8969,5706,255200
"10684","26075",321875,229328,9073962,2012,9138,18832,1361855
"10685","26077",686987,510399,20765754,2012,-10339,-281,457495
"10686","26079",23102,11054,485285,2012,1538,1878,117264
"10687","26081",2170252,1783142,73656240,2012,133922,116429,6215173
"10688","26083",1617,461,13123,2012,33,93,2159
"10689","26085",8070,2890,68252,2012,447,68,-5262
"10690","26087",114692,77057,2461546,2012,1295,2676,136935
"10691","26089",29334,15851,646635,2012,646,2269,67884
"10692","26091",158683,101240,3243979,2012,3022,-441,179817
"10693","26093",328098,238060,8702477,2012,3488,-1265,503166
"10694","26095",10443,3700,128936,2012,1629,290,17701
"10695","26097",15411,7920,426810,2012,-2897,659,-47217
"10696","26099",1838932,1485616,64750870,2012,47593,51866,4149512
"10697","26101",35825,16411,545077,2012,789,102,-2399
"10698","26103",138837,89389,3020080,2012,1602,799,168349
"10699","26105",61230,30934,1059610,2012,1997,-1525,55874
"10700","26107",66429,36713,1044772,2012,3280,2205,44948
"10701","26109",36045,18368,541183,2012,-216,1652,67460
"10702","26111",240160,136746,6075323,2012,-3364,-4706,-324039
"10703","26113",13389,6227,221024,2012,-327,-189,28825
"10704","26115",236000,149807,5147792,2012,-4744,-3813,-516355
"10705","26117",81726,48589,1615921,2012,-2417,-115,110936
"10706","26119",10314,3996,107601,2012,-1431,-573,-26289
"10707","26121",348673,236529,8282830,2012,9422,10546,248903
"10708","26123",66884,30830,960248,2012,4301,-389,13237
"10709","26125",4212334,3653002,200019169,2012,61287,75751,8550711
"10710","26127",28524,15666,494169,2012,-150,-326,-25208
"10711","26129",38427,20404,607337,2012,-3088,-2428,-23402
"10712","26131",7302,3269,89975,2012,-1506,-562,-16438
"10713","26133",39438,19643,731881,2012,303,610,65486
"10714","26135",9273,4113,105341,2012,-945,35,-6777
"10715","26137",53109,32673,1021307,2012,-2036,207,-11853
"10716","26139",641719,473131,17625184,2012,22167,23608,1328864
"10717","26141",16359,6722,195295,2012,1162,64,-771
"10718","26143",28998,16398,436906,2012,-1922,-567,5155
"10719","26145",502692,383517,13574125,2012,-1228,376,378144
"10720","26147",272658,184974,6613841,2012,3749,-5774,404629
"10721","26149",147893,82430,2772912,2012,11428,8077,305464
"10722","26151",55720,30109,908619,2012,919,1083,29408
"10723","26153",12813,5612,149626,2012,351,402,-3610
"10724","26155",88110,52207,1540851,2012,1264,1433,99745
"10725","26157",61467,32422,1034444,2012,-2466,-141,-17708
"10726","26159",103726,59909,1945922,2012,-3547,-14,71243
"10727","26161",899399,654946,31462861,2012,16471,21479,948361
"10728","26163",3903876,3247577,154200869,2012,31340,52353,4773232
"10729","26165",83586,46390,1533073,2012,-1387,-1398,12829
"10730","27001",22149,9897,282235,2012,39,678,35225
"10731","27003",748556,526266,23927363,2012,22922,346,151589
"10732","27005",80057,38745,1215627,2012,5515,899,156122
"10733","27007",96450,57246,1778769,2012,1066,1644,58687
"10734","27009",101226,68761,2266897,2012,4144,9369,393623
"10735","27011",13575,5506,164698,2012,2706,941,33628
"10736","27013",241960,148692,4736698,2012,4036,4253,288728
"10737","27015",81027,48089,1489078,2012,-1169,-834,89544
"10738","27017",55838,28785,904203,2012,1977,1072,51583
"10739","27019",255027,161499,7637674,2012,30863,13991,931507
"10740","27021",49608,24025,702422,2012,-372,-559,2277
"10741","27023",35970,16776,551889,2012,-585,-180,3767
"10742","27025",88112,48152,1603348,2012,-3056,-343,124521
"10743","27027",110719,68445,2052420,2012,330,135,139231
"10744","27029",17187,6428,265466,2012,1729,535,27839
"10745","27031",14991,7013,195192,2012,423,-453,-2271
"10746","27033",31997,15957,486968,2012,66,-501,-11664
"10747","27035",172920,109566,3693907,2012,-1497,1352,348808
"10748","27037",1147006,862539,37824592,2012,31695,25806,1736568
"10749","27039",29263,12841,480579,2012,3013,109,5808
"10750","27041",116973,71043,2356692,2012,6060,5839,216997
"10751","27043",28776,15033,471337,2012,-35,-7,6677
"10752","27045",32003,18608,533556,2012,-1258,-782,-3233
"10753","27047",78939,40221,1251374,2012,4356,1021,45721
"10754","27049",131574,69993,2429448,2012,1746,997,200520
"10755","27051",10584,4468,171098,2012,667,93,5151
"10756","27053",5635124,4876316,276994317,2012,257974,303651,11145808
"10757","27055",25557,13157,361683,2012,-2033,-1063,-7152
"10758","27057",31767,17221,480481,2012,1104,1703,57032
"10759","27059",58949,29749,1013158,2012,1518,591,85505
"10760","27061",95682,55436,1808374,2012,5081,4656,191804
"10761","27063",36263,12706,378821,2012,4136,939,53348
"10762","27065",21239,9702,321047,2012,-781,-254,-1142
"10763","27067",131756,76717,2532624,2012,4635,-6563,21407
"10764","27069",7458,3048,95558,2012,676,589,11466
"10765","27071",27533,11895,360671,2012,-1296,-830,-1362
"10766","27073",13200,4788,137087,2012,310,553,2760
"10767","27075",23232,9558,303193,2012,225,1166,36227
"10768","27077",8910,4436,83658,2012,-300,33,-4954
"10769","27079",44346,22746,815676,2012,1541,476,123933
"10770","27081",10476,4096,116660,2012,-704,-1508,-31050
"10771","27083",90864,50616,1638305,2012,4299,3698,157286
"10772","27085",103446,55869,1983863,2012,-5379,-8986,-292258
"10773","27087",9900,2395,72864,2012,96,70,9875
"10774","27089",11517,5695,200036,2012,204,512,5178
"10775","27091",54126,26194,840102,2012,-1965,-69,-68416
"10776","27093",42432,23062,803229,2012,1414,41,111244
"10777","27095",52296,24638,745343,2012,1695,616,84429
"10778","27097",56790,33945,1002085,2012,-1857,-2215,42280
"10779","27099",100442,51859,1637530,2012,4853,-334,39123
"10780","27101",16892,7272,228911,2012,-370,528,6848
"10781","27103",82400,33670,1146333,2012,8360,-1,13852
"10782","27105",55934,24998,771530,2012,-4585,-2640,-44725
"10783","27107",9294,3742,119915,2012,61,55,-15066
"10784","27109",461740,267619,9572955,2012,7128,8281,499538
"10785","27111",128492,81014,2425828,2012,3432,1639,156858
"10786","27113",73194,21467,635546,2012,23557,2716,53989
"10787","27115",44118,18173,515851,2012,-1460,-98,34357
"10788","27117",26708,11034,325677,2012,144,181,45556
"10789","27119",66887,37537,1104525,2012,-1012,-2581,-89035
"10790","27121",24027,10502,346672,2012,315,-423,3455
"10791","27123",1849529,1600017,80262602,2012,-21158,-432,179942
"10792","27125",5643,2191,51209,2012,837,810,14403
"10793","27127",37026,16955,604492,2012,669,-883,34162
"10794","27129",28796,16531,526724,2012,-1284,-595,-9118
"10795","27131",154533,81719,2742396,2012,4006,1256,55431
"10796","27133",18303,8164,232454,2012,1611,584,-6828
"10797","27135",44552,19330,576172,2012,564,310,13511
"10798","27137",587020,448799,17262721,2012,33078,23564,1296100
"10799","27139",284266,169055,7459087,2012,16598,4552,763452
"10800","27141",142749,86798,3115927,2012,3545,-1227,181662
"10801","27143",22072,8927,333900,2012,-199,-7,26438
"10802","27145",506880,345356,13668753,2012,949,-2343,1206863
"10803","27147",122943,60335,2083082,2012,775,-439,49490
"10804","27149",29421,11243,371795,2012,609,526,43818
"10805","27151",23820,9003,271231,2012,3448,-329,14834
"10806","27153",37398,18931,781884,2012,3928,-303,220967
"10807","27155",5664,2238,55567,2012,-147,-79,-2941
"10808","27157",40179,21774,637600,2012,746,2238,87206
"10809","27159",27603,11482,334151,2012,-9382,-6121,-235894
"10810","27161",42501,15998,570901,2012,-675,-533,66334
"10811","27163",492135,344832,12814566,2012,27872,9138,471392
"10812","27165",23802,8401,261826,2012,1659,-4506,-141906
"10813","27167",14915,4514,151789,2012,661,-246,-15
"10814","27169",142846,74668,2352539,2012,3139,1217,73617
"10815","27171",230137,158621,5453914,2012,10729,10637,497410
"10816","27173",30026,11238,368510,2012,1142,1085,13057
"10817","28001",72803,40358,1230327,2012,5241,2081,164549
"10818","28003",78666,43229,1320421,2012,4328,1484,67258
"10819","28005",8016,3942,117629,2012,-150,-161,-3998
"10820","28007",30159,12863,340807,2012,-819,-683,3981
"10821","28009",6267,1351,41359,2012,-1194,-263,709
"10822","28011",58983,34713,1001427,2012,1144,1387,56717
"10823","28013",18740,8284,238765,2012,-60,241,7898
"10824","28015",4137,1331,35475,2012,753,344,10749
"10825","28017",38225,25746,675283,2012,1985,173,9090
"10826","28019",8588,2851,108681,2012,1238,266,5813
"10827","28021",15950,2570,159737,2012,-2205,986,119563
"10828","28023",19320,7540,257309,2012,3580,-95,43969
"10829","28025",28302,13237,380295,2012,1701,-111,-10218
"10830","28027",45489,25409,826625,2012,-930,228,71994
"10831","28029",38900,19156,525693,2012,537,-573,16488
"10832","28031",26943,12228,353371,2012,1956,152,19570
"10833","28033",307773,218933,6622561,2012,22479,12135,579998
"10834","28035",205079,136711,4960639,2012,-322,8946,789425
"10835","28037",7350,2287,71461,2012,-285,-137,1695
"10836","28039",22601,11055,327842,2012,971,373,32411
"10837","28041",5307,2376,70922,2012,-807,-180,-451
"10838","28043",50958,27418,802622,2012,-1560,-1107,45050
"10839","28045",68345,33613,1389526,2012,-10308,-2617,-183309
"10840","28047",493001,361326,12376322,2012,23572,10125,563125
"10841","28049",640699,454581,17929899,2012,13781,1627,415672
"10842","28051",13821,6301,175306,2012,-299,-205,8652
"10843","28053",12120,3819,102197,2012,-2949,-594,-9687
"10844","28055",351,51,1687,2012,-270,-48,-448
"10845","28057",29886,17018,489095,2012,1960,3452,92956
"10846","28059",241843,135162,5164526,2012,-7755,-8619,-34106
"10847","28061",22980,9058,337558,2012,2382,413,6979
"10848","28063",4398,2011,57655,2012,288,197,979
"10849","28065",7046,2960,100084,2012,-1302,358,9067
"10850","28067",171353,90801,3232386,2012,-1195,-1849,80791
"10851","28069",7877,2526,89862,2012,546,-483,8484
"10852","28071",88490,54387,1751683,2012,1022,1095,167001
"10853","28073",108525,77898,2134865,2012,-6427,-2755,76674
"10854","28075",205594,136685,4440106,2012,-1428,3843,152092
